Date,Close,High,Low
2018-04-24,7144.59,7161.52,7131.96
2018-04-23,7164.45,7171.15,7148.7
2018-04-20,7161.37,7175.03,7143.54
2018-04-19,7132.92,7153.15,7120.17
2018-04-18,7147.09,7152.37,7108.1
2018-04-17,7094.96,7145.71,7088.71
2018-04-16,7128.82,7141.72,7110.95
2018-04-13,7128.54,7128.59,7055.69
2018-04-12,7067.88,7069.06,6996.15
2018-04-11,7011.95,7049.71,6953.98
2018-04-10,7030.93,7143.44,7011.64
2018-04-06,7140.61,7179.73,7138.63
2018-04-05,7183.58,7195.16,7165.57
2018-04-04,7168.9,7192.58,7116.76
2018-04-03,7181.99,7185.11,7148.36
2018-04-02,7161.36,7180.64,7135.4
2018-03-30,7142.65,7159.07,7110.94
2018-03-29,7111.07,7130.31,7087.04
2018-03-28,7094.7,7099.27,7080.3
2018-03-27,7084.48,7085.71,7048.68
2018-03-26,7048.68,7071.92,7034.33
2018-03-23,7038.91,7056.14,7027.78
2018-03-22,7041.52,7041.52,6999.97
2018-03-21,7001.9,7029.56,6979.89
2018-03-19,6980.7,6980.7,6917.43
2018-03-16,6932.07,6932.64,6851.2
2018-03-15,6847.54,6878.54,6827.03
2018-03-14,6826.15,6854.38,6819.26
2018-03-13,6829.62,6853.8,6808.0
2018-03-12,6802.72,6816.39,6790.75
2018-03-09,6809.46,6835.11,6782.49
2018-03-08,6796.7,6841.2,6788.84
2018-03-07,6791.44,6791.44,6733.7
2018-03-06,6736.33,6738.18,6698.86
2018-03-05,6717.91,6717.98,6695.57
2018-03-02,6703.19,6717.77,6697.13
2018-03-01,6696.49,6701.22,6671.07
2018-02-28,6698.51,6701.75,6670.01
2018-02-27,6691.45,6698.91,6684.01
2018-02-26,6686.1,6705.5,6664.82
2018-02-23,6662.57,6672.08,6624.54
2018-02-22,6632.3,6634.0,6580.53
2018-02-21,6590.36,6594.84,6567.05
2018-02-20,6570.48,6570.49,6526.09
2018-02-19,6562.16,6574.84,6553.72
2018-02-16,6572.89,6580.61,6553.04
2018-02-15,6581.68,6591.98,6572.7
2018-02-14,6586.29,6598.96,6575.14
2018-02-13,6584.12,6584.12,6554.5
2018-02-12,6558.41,6564.26,6512.22
2018-02-09,6515.87,6572.15,6502.64
2018-02-08,6573.04,6576.3,6549.54
2018-02-07,6571.6,6658.3,6550.29
2018-02-06,6615.97,6615.97,6557.39
2018-02-05,6558.16,6563.9,6532.43
2018-02-02,6515.7,6515.83,6458.01
2018-02-01,6457.97,6458.26,6419.31
2018-01-31,6431.63,6431.65,6410.33
2018-01-30,6422.62,6423.08,6387.88
2018-01-29,6403.04,6403.31,6377.65
2018-01-26,6385.89,6394.75,6366.55
2018-01-25,6378.85,6378.85,6348.16
2018-01-24,6372.54,6381.16,6358.77
2018-01-23,6357.01,6373.08,6333.93
2018-01-22,6339.93,6381.07,6331.67
2018-01-19,6362.09,6374.91,6336.75
2018-01-18,6366.42,6385.12,6349.12
2018-01-17,6335.45,6338.04,6289.37
2018-01-16,6280.82,6289.44,6263.61
2018-01-15,6285.59,6306.73,6278.88
2018-01-12,6301.28,6301.33,6263.58
2018-01-11,6254.94,6254.94,6233.3
2018-01-10,6235.6,6263.53,6223.84
2018-01-09,6268.78,6319.16,6263.88
2018-01-08,6309.85,6325.98,6264.27
2018-01-05,6265.03,6265.83,6226.92
2018-01-04,6248.93,6280.6,6228.69
2018-01-03,6257.17,6257.24,6190.56
2018-01-02,6203.27,6287.26,6175.95
2017-12-29,6281.83,6283.13,6248.28
2017-12-28,6262.43,6262.43,6214.27
2017-12-27,6229.58,6236.14,6211.22
2017-12-26,6213.75,6213.88,6175.71
2017-12-25,6186.37,6186.37,6146.12
2017-12-22,6142.15,6142.15,6120.9
2017-12-21,6134.32,6134.99,6105.33
2017-12-20,6121.36,6149.34,6109.44
2017-12-19,6138.68,6149.12,6118.06
2017-12-18,6142.25,6155.72,6123.78
2017-12-15,6149.26,6159.06,6138.22
2017-12-14,6141.8,6166.34,6132.12
2017-12-13,6156.99,6182.26,6149.01
2017-12-12,6169.74,6181.12,6155.87
2017-12-11,6178.31,6209.21,6163.17
2017-12-08,6206.1,6223.38,6196.2
2017-12-07,6216.28,6224.41,6202.83
2017-12-06,6226.16,6236.33,6211.97
2017-12-05,6228.98,6234.34,6206.27
2017-12-04,6219.47,6227.78,6201.27
2017-11-30,6222.3,6222.3,6172.27
2017-11-29,6199.37,6200.65,6191.93
2017-11-28,6183.62,6200.0,6165.41
2017-11-27,6196.13,6196.37,6165.13
2017-11-24,6187.7,6189.47,6160.77
2017-11-23,6177.87,6185.04,6162.84
2017-11-22,6173.41,6173.41,6134.0
2017-11-21,6139.75,6154.21,6131.24
2017-11-20,6144.82,6147.69,6129.56
2017-11-17,6125.92,6140.93,6115.53
2017-11-16,6142.03,6164.03,6132.39
2017-11-15,6158.92,6170.18,6149.83
2017-11-14,6163.91,6169.46,6144.17
2017-11-13,6151.92,6169.34,6136.75
2017-11-10,6168.39,6189.38,6160.18
2017-11-09,6165.44,6171.65,6154.38
2017-11-08,6166.25,6167.27,6136.69
2017-11-07,6141.31,6141.31,6122.51
2017-11-06,6131.16,6136.95,6107.97
2017-11-03,6110.8,6119.63,6097.63
2017-11-02,6114.27,6126.49,6088.66
2017-11-01,6114.1,6131.32,6099.6
2017-10-31,6104.53,6105.28,6082.72
2017-10-30,6082.74,6093.35,6076.17
2017-10-27,6083.65,6084.86,6074.41
2017-10-26,6078.29,6095.94,6071.84
2017-10-25,6085.7,6108.08,6085.7
2017-10-24,6102.32,6111.74,6092.99
2017-10-23,6091.73,6093.03,6071.66
2017-10-20,6078.05,6092.38,6072.75
2017-10-19,6082.49,6096.84,6069.77
2017-10-18,6079.78,6094.86,6068.2
2017-10-17,6094.41,6110.05,6075.27
2017-10-16,6099.3,6128.65,6097.99
2017-10-13,6116.92,6125.38,6106.65
2017-10-12,6125.26,6129.56,6112.63
2017-10-11,6128.44,6147.87,6125.41
2017-10-10,6147.16,6157.62,6135.44
2017-10-09,6152.86,6191.2,6147.37
2017-10-06,6171.54,6194.59,6163.33
2017-10-05,6177.16,6180.55,6144.15
2017-10-04,6147.38,6157.72,6121.66
2017-10-03,6137.39,6155.32,6128.34
2017-10-02,6152.4,6177.58,6147.52
2017-09-29,6180.7,6205.09,6161.58
2017-09-28,6201.66,6224.53,6185.88
2017-09-27,6198.0,6235.21,6181.9
2017-09-26,6203.18,6249.5,6203.18
2017-09-25,6246.56,6278.86,6241.41
2017-09-22,6272.92,6278.45,6258.11
2017-09-20,6262.65,6270.12,6243.13
2017-09-19,6257.51,6258.77,6244.25
2017-09-18,6264.94,6279.82,6254.7
2017-09-15,6270.66,6308.42,6262.27
2017-09-14,6289.45,6328.54,6288.15
2017-09-13,6310.81,6349.3,6303.25
2017-09-12,6339.04,6339.4,6307.33
2017-09-11,6304.61,6330.89,6295.81
2017-09-08,6318.2,6332.7,6309.83
2017-09-07,6312.63,6350.06,6309.8
2017-09-06,6346.05,6359.94,6323.85
2017-09-05,6348.24,6385.97,6348.08
2017-09-04,6382.25,6382.32,6331.05
2017-08-31,6344.73,6380.6,6339.25
2017-08-30,6376.08,6386.36,6360.46
2017-08-29,6363.29,6363.29,6285.32
2017-08-28,6294.4,6294.4,6273.38
2017-08-25,6287.46,6289.47,6269.21
2017-08-24,6262.02,6271.35,6253.37
2017-08-23,6251.92,6260.77,6240.07
2017-08-22,6262.31,6262.31,6233.62
2017-08-21,6235.76,6241.68,6224.77
2017-08-18,6233.19,6245.4,6203.77
2017-08-17,6205.58,6224.14,6197.47
2017-08-16,6199.33,6218.82,6190.56
2017-08-15,6190.34,6197.38,6177.45
2017-08-14,6186.72,6187.54,6162.28
2017-08-11,6191.47,6192.17,6174.26
2017-08-10,6176.92,6184.45,6166.83
2017-08-09,6180.17,6181.85,6169.82
2017-08-08,6180.96,6188.48,6177.04
2017-08-07,6181.01,6192.1,6170.42
2017-08-04,6181.51,6189.11,6166.33
2017-08-03,6168.55,6170.62,6149.69
2017-08-02,6171.22,6171.22,6140.27
2017-08-01,6141.82,6146.68,6129.98
2017-07-31,6142.85,6176.79,6141.73
2017-07-28,6164.13,6176.53,6149.29
2017-07-27,6148.29,6166.17,6133.06
2017-07-26,6150.85,6171.31,6137.96
2017-07-24,6145.48,6152.44,6117.14
2017-07-21,6134.53,6164.38,6125.04
2017-07-20,6165.16,6184.91,6144.46
2017-07-19,6169.5,6171.34,6139.69
2017-07-18,6174.01,6222.09,6171.35
2017-07-17,6212.44,6244.73,6211.56
2017-07-14,6233.46,6247.72,6221.26
2017-07-13,6222.87,6223.05,6198.35
2017-07-12,6201.5,6223.59,6196.5
2017-07-11,6210.77,6218.95,6162.54
2017-07-10,6184.44,6185.11,6138.41
2017-07-07,6141.29,6154.84,6133.7
2017-07-06,6136.28,6145.31,6118.26
2017-07-05,6118.84,6118.84,6085.35
2017-07-04,6107.22,6110.49,6062.99
2017-07-03,6077.33,6085.4,6012.4
2017-06-30,6022.77,6048.25,5990.25
2017-06-29,5986.16,5986.16,5940.56
2017-06-28,5939.1,5959.12,5929.71
2017-06-23,5933.15,5949.45,5930.63
2017-06-22,5934.15,5934.15,5908.01
2017-06-21,5922.67,5949.68,5919.57
2017-06-20,5932.95,5948.78,5924.14
2017-06-19,5932.5,5936.9,5890.58
2017-06-16,5889.83,5902.78,5881.19
2017-06-15,5899.56,5899.56,5855.92
2017-06-14,5856.09,5871.89,5840.21
2017-06-13,5854.6,5860.63,5842.83
2017-06-12,5839.33,5839.41,5811.71
2017-06-09,5808.22,5829.93,5801.16
2017-06-08,5796.95,5798.65,5787.65
2017-06-07,5782.59,5784.77,5764.63
2017-06-06,5772.04,5772.04,5741.6
2017-06-05,5739.53,5744.68,5732.91
2017-06-02,5735.36,5742.45,5718.03
2017-06-01,5723.14,5723.14,5700.36
2017-05-31,5698.46,5708.93,5692.57
2017-05-30,5705.73,5719.55,5693.6
2017-05-29,5715.61,5722.55,5707.53
2017-05-26,5714.05,5716.82,5680.92
2017-05-25,5688.28,5689.98,5673.02
2017-05-24,5680.16,5690.84,5666.46
2017-05-23,5685.81,5702.72,5672.04
2017-05-22,5681.96,5716.77,5677.61
2017-05-19,5717.44,5734.56,5699.08
2017-05-18,5725.82,5740.35,5723.11
2017-05-17,5731.22,5741.06,5724.3
2017-05-16,5737.11,5754.8,5730.87
2017-05-15,5752.25,5759.42,5747.37
2017-05-12,5755.76,5763.71,5748.19
2017-05-11,5745.87,5773.56,5731.53
2017-05-10,5720.27,5754.52,5714.83
2017-05-09,5721.66,5739.4,5718.06
2017-05-08,5724.64,5732.22,5698.82
2017-05-05,5715.16,5718.58,5662.45
2017-05-04,5674.28,5696.45,5664.21
2017-05-03,5660.81,5666.43,5650.93
2017-05-02,5665.08,5672.87,5632.96
2017-04-28,5648.19,5681.24,5647.26
2017-04-27,5669.72,5675.57,5653.57
2017-04-26,5660.55,5667.35,5616.61
2017-04-25,5625.1,5639.67,5619.92
2017-04-24,5636.65,5665.23,5631.29
